661,2114
662,1655
663,701
278,732
664,1249
665,1915
666,2177
293,2065
667,2178
465,1158
668,2179
669,2180
500,1152
670,1791
671,658
672,1635
673,881
674,1599
675,1741
327,1815
676,1152
677,2181
265,41
678,2182
679,1943
680,823
681,2183
682,2184
683,746
424,2185
684,655
323,5
685,2186
686,1279
50,192
687,2187
688,1430
689,2188
306,192
269,2189
690,649
691,1230
692,527
693,104
694,328
695,1050
696,743
306,891
697,967
698,2190
699,1971
323,2191
522,1695
700,1752
192,2192
302,2193
701,1122
276,204
702,1991
703,409
323,1076
704,1719
705,2046
706,1255
586,2194
707,2195
708,823
709,770
710,204
501,1072
711,1245
712,2196
713,351
276,251
714,751
715,2197
716,336
717,796
718,2198
719,172
720,1579
721,1684
643,859
722,238
723,998
724,1412
725,2199
204,1530
726,2200
727,1473
728,1583
729,1361
730,774
731,601
732,1101
670,65
733,1137
734,204
735,1152
736,199
737,2201
738,2202
739,846
740,373
741,890
742,117
722,8
0,151
117,144
743,792
744,1691
745,2203
746,1464
747,1695
748,2204
749,2205
665,2206
576,649
750,338
751,2207
752,443
753,424
754,620
755,1643
756,1302
328,2153
675,686
663,860
757,23
758,1652
759,428
760,1775
761,827
762,1757
763,881
764,703
265,44
684,243
765,1133
766,1276
767,80
768,192
769,2208
770,90
771,302
741,1073
772,710
773,684
774,823
775,1457
735,409
776,1628
777,2209
778,2105
665,2210
779,1695
657,643
663,2211
780,1364
781,1503
782,1695
783,973
784,919
323,2212
785,1991
786,751
787,2213
788,1869
736,1085
789,649
790,1088
791,2214
755,89
694,957
792,710
793,2215
665,826
794,57
285,2216
201,2217
795,956
796,2165
797,821
201,920
798,80
799,2218
80,1496
406,823
219,649
800,1340
801,823
213,195
790,713
802,1276
803,1938
804,767
805,2219
409,416
800,1502
736,1073
806,2204
807,752
175,302
808,2220
809,314
741,1695
810,310
811,2221
812,943
781,1545
813,83
814,2222
692,293
424,789
803,2223
815,1958
701,814
646,652
816,1786
817,1367
818,1076
204,302
819,864
522,2212
815,2224
820,2225
519,710
665,976
821,977
713,827
822,940
823,1775
128,1613
824,683
741,649
825,306
826,204
827,798
828,1071
829,2009
830,1608
586,1480
831,103
832,1746
278,1508
833,842
834,1695
835,2226
836,1020
837,192
838,134
665,107
668,1552
839,1167
840,744
841,704
842,1861
718,696
843,740
844,2227
845,2228
846,2229
323,1127
522,767
101,1736
309,864
327,409
847,2230
848,418
665,1225
849,1703
850,1053
851,1034
852,1208
522,2231
233,2217
853,910
854,2232
855,2109
856,83
857,2233
858,872
302,251
859,2234
811,414
860,2235
861,719
862,618
793,1540
789,2236
863,740
864,655
865,1609
866,780
867,913
868,1579
286,1688
869,875
703,1172
581,2203
663,2237
870,1073
871,2238
736,890
872,1152
868,2239
873,447
756,1866
874,1958
276,2240
875,2241
306,2242
876,756
877,1971
302,307
279,121
761,1496
878,1231
879,660
719,1715
686,2243
880,2244
718,1036
881,2237
882,1132
883,2245
884,2062
885,1400
886,1653
533,780
563,1496
887,2246
888,2247
889,1271
604,890
823,1746
627,2248
714,1791
890,2249
891,2202
798,2250
892,823
893,2239
675,666
743,2151
601,1499
894,2251
895,1170
896,2252
897,2253
898,1873
836,1540
387,2254
690,31
743,2255
899,2256
900,1508
901,1009
902,107
665,2257
903,1575
208,338
904,658
905,1484
191,2164
906,1640
907,1652
908,2239
601,2258
909,2259
803,2260
910,2261
818,1281
911,803
663,1640
912,690
913,652
890,1009
914,792
891,1034
432,1657
854,1473
915,584
916,1728
39,2262
917,2053
918,1133
919,225
300,276
920,307
734,78
921,780
890,2263
922,1052
449,1358
923,471
128,57
924,2264
925,2261
722,1152
926,1480
748,624
276,708
927,2265
767,1955
928,630
929,1632
780,1915
276,706
779,2266
930,307
931,793
657,2267
932,1121
933,1790
934,1156
935,673
936,1496
937,914
938,1943
692,1091
939,1133
10,204
940,1564
941,217
942,218
328,278
57,952
665,772
943,1890
522,718
944,2268
945,673
946,2269
78,1179
276,827
947,914
767,2211
333,1742
948,1590
785,1166
768,2270
949,78
950,91
951,1991
952,1452
953,863
951,1207
781,305
954,418
955,1152
956,2271
957,2110
764,1661
865,1746
720,719
958,1200
959,2251
297,2272
960,1340
961,1496
962,2273
101,1011
604,2204
672,2274
963,1200
964,1152
965,618
966,732
967,851
968,2275
701,2276
969,1587
564,696
970,2277
857,1565
780,2278
752,1020
971,1394
307,823
306,2011
972,1394
973,779
663,2279
969,823
961,649
974,1800
975,890
976,2280
977,1048
43,44
978,1155
979,809
980,1738
881,782
981,744
982,323
983,1361
984,1808
980,1744
780,991
881,1300
985,1943
323,936
986,2281
858,2234
824,2282
323,1898
987,2214
71,8
988,409
913,252
767,834
312,2283
881,2284
701,1070
238,10
989,162
990,2285
991,2286
992,1200
993,2287
994,2288
881,1961
995,2289
996,128
809,1766
841,1958
55,192
997,192
998,2127
999,2290
1000,780
1001,435
665,2291
824,2292
601,1296
206,4
1002,1502
1003,2293
1004,2051
714,1523
1005,1228
708,1683
191,276
815,1256
1006,865
977,1026
704,2294
1007,1152
1008,1746
958,2295
890,714
14,1843
1009,2296
1010,154
1011,225
1012,701
810,102
604,1052
1013,1496
1014,2297
1015,2298
753,2299
566,1802
811,2300
1016,330
821,1938
323,2301
871,2302
939,2251
453,684
78,199
1017,1695
690,1152
1018,823
1019,890
1020,2225
1021,276
1022,1361
866,1508
1023,2303
101,199
811,1052
199,870
1024,766
781,891
1025,2304
1026,1050
913,91
798,789
1027,2305
1028,1575
1029,1849
140,2306
1030,1308
57,1958
1031,2307
1032,1085
278,782
1033,117
1034,2308
1035,2110
278,325
331,79
1036,941
1037,751
297,175
1038,2177
1039,1152
1040,1358
1041,2290
976,943
522,890
1042,317
1043,2309
1044,2310
1045,957
1046,416
957,793
1047,1088
721,870
1048,83
1049,752
1050,2311
1051,2312
1052,2313
204,130
1053,2314
1054,823
1055,199
1056,2315
200,782
333,1423
757,2316
1057,2317
941,471
941,2318
1058,1869
980,668
452,781
1059,2118
1060,1054
1061,2277
1062,276
704,684
1063,649
1064,447
1065,1660
1066,2153
1067,1746
471,1954
1068,2293
665,823
1019,1695
804,2319
1069,2142
1070,1008
1071,779
1072,963
1073,1144
815,355
1074,160
881,1114
1075,2280
78,121
1076,1477
846,309
1077,2320
1078,1238
1079,2204
1080,738
1081,71
1082,44
1083,2321
1084,651
1085,2322
1086,2323
847,2324
1087,1172
65,2293
954,977
736,101
1088,1559
703,2325
995,1141
941,2326
44,199
957,2327
285,1542
23,2255
569,1018
1089,242
1090,730
1091,1802
1092,1276
88,1567
1093,821
1094,2328
1095,2329
870,751
1096,795
1097,204
881,2330
309,1883
1098,2331
881,2332
1099,1791
1100,851
1101,2333
1102,2030
1103,1039
1104,2334
1105,2335
663,2336
26,2337
1106,1255
930,338
490,2338
1107,890
1108,658
1066,333
1109,823
1110,957
1087,1628
601,175
962,1233
1111,1670
1112,1394
790,1473
966,754
1113,2339
1114,736
1115,824
1116,1571
1117,2160
999,1886
169,665
461,1364
100,176
215,2340
1118,1746
1119,2341
1120,409
1121,204
1122,1943
1123,3
1124,1579
1125,659
416,327
1126,1545
841,1143
1127,1051
847,1615
900,2334
1128,2269
1129,1388
1087,440
306,256
831,1567
790,1843
1130,326
111,2342
1131,1317
1132,4
1133,639
121,218
1134,2343
750,891
135,658
1135,2344
757,2345
1136,2346
1137,2347
841,878
1138,629
1107,2181
1139,2348
1140,2349
947,2350
815,1358
1003,1384
705,1580
933,323
1141,2251
73,23
1142,2351
1062,880
618,780
65,920
1050,205
428,967
1064,704
1143,2057
1144,2352
1145,1835
1146,2353
849,1735
409,1018
962,1480
881,2354
1147,818
824,204
1148,1628
1149,1371
1150,2355
1036,730
665,2065
1151,1239
1003,256
891,1371
1152,2200
696,2356
1153,890
1052,454
741,424
1154,128
1009,827
760,1051
1155,2179
1156,1052
225,2249
1152,428
1157,1562
424,2299
1158,29
881,1577
1159,2357
977,1635
1160,890
1161,23
23,665
252,329
1162,943
1163,2358
30,934
1164,2359
1165,320
1166,347
1167,1087
944,1064
1168,477
669,1575
1052,1660
1036,2360
276,2361
1169,827
880,127
60,3
1170,2081
921,2362
832,1609
826,848
1171,2363
293,930
1053,2364
1172,1085
1173,98
815,2300
1174,2365
1080,1047
500,1007
1175,1018
1176,1985
1177,2204
1178,1684
798,1317
81,192
170,960
253,29
1173,2045
88,134
814,1735
1179,279
67,1472
1180,78
1181,323
1182,2366
999,926
1183,2367
1184,1483
920,2192
