0,972
1,15
2,973
3,974
4,137
5,363
6,15
7,975
8,263
9,751
10,108
11,181
12,976
13,873
14,977
15,284
16,447
17,583
18,385
19,978
20,34
21,979
22,625
23,107
24,980
25,981
26,717
27,563
28,366
29,455
30,898
31,11
32,336
33,224
34,438
35,856
36,952
37,982
38,717
39,852
40,216
41,983
42,984
43,596
44,734
45,985
46,599
47,867
48,985
49,12
50,986
51,987
52,496
53,615
54,982
55,689
56,760
33,25
57,765
58,988
59,477
60,193
61,383
62,989
63,990
64,991
65,992
66,207
67,73
68,944
69,314
70,864
71,603
72,433
73,993
74,543
75,867
76,977
77,308
78,235
79,739
80,35
81,101
82,418
83,696
84,994
85,995
86,206
87,996
88,997
89,419
90,897
91,661
72,856
92,998
93,999
94,347
95,12
96,106
97,1000
98,677
99,1001
100,480
101,696
102,957
103,668
104,1002
105,1003
106,435
107,1004
7,75
108,1005
109,1006
110,800
111,722
112,498
113,1007
114,194
115,735
116,1008
117,1009
118,1010
119,1011
120,160
121,674
122,713
123,793
124,42
125,103
126,415
127,12
128,459
18,885
129,773
130,252
131,1012
132,1013
133,629
134,957
135,1014
113,61
136,937
137,1015
138,704
139,636
140,665
70,457
141,1016
142,1017
143,71
144,1018
145,601
146,575
147,1019
148,100
149,444
150,1020
151,301
152,1021
105,320
153,300
154,380
155,82
156,414
157,534
158,644
159,859
160,753
161,1022
162,619
156,1023
163,1024
164,553
165,773
166,654
167,1025
168,1026
169,1027
170,898
171,74
21,769
172,1028
173,88
174,577
175,1029
176,1030
177,829
178,339
179,1031
180,1032
181,1033
182,317
183,811
184,491
185,552
186,683
187,518
46,332
188,562
189,406
190,197
191,654
192,798
193,702
194,866
195,1034
196,856
197,300
198,387
199,151
200,2
201,1035
202,837
203,1036
204,114
205,1037
206,94
207,1038
208,94
209,188
189,1039
182,499
210,536
211,287
212,719
213,718
214,576
215,195
216,292
217,717
218,38
64,925
196,594
219,693
220,1009
221,1018
222,1040
223,883
23,1041
224,950
225,1042
226,943
227,96
228,1043
229,1044
230,939
231,786
232,481
233,1045
234,16
235,832
236,573
237,391
238,1046
239,701
240,1003
241,349
242,1047
243,407
244,642
245,152
175,9
246,837
247,748
248,346
222,1048
249,1049
250,333
251,361
62,886
252,1050
253,234
254,1051
255,1052
256,1008
257,1053
258,257
259,1047
260,1054
261,763
188,205
262,615
263,1055
264,1056
30,1057
265,732
266,687
267,23
268,897
18,545
165,794
269,743
128,1058
270,849
271,1059
272,144
273,1060
274,1061
275,326
276,1062
277,350
34,146
278,1063
262,1064
279,996
280,558
281,45
282,665
283,89
284,781
285,791
213,277
286,517
287,1036
288,818
289,1065
290,1066
291,692
292,681
293,115
294,126
295,1067
296,266
297,1068
298,1069
299,519
300,384
301,172
302,1070
303,718
297,788
270,717
304,1071
305,152
306,229
307,19
308,413
309,1072
310,357
311,76
312,64
149,1073
313,640
147,844
314,84
315,529
316,865
169,728
317,1074
318,34
319,1075
320,496
321,1076
322,1002
323,1077
324,1078
30,511
13,643
152,552
273,637
325,706
162,1079
326,270
327,75
242,621
328,333
329,957
330,976
331,436
332,74
333,271
334,12
335,1080
336,224
337,171
338,1081
339,384
340,1019
341,760
38,1082
342,499
343,1083
344,872
345,1084
346,977
116,217
347,848
348,1085
129,18
349,151
350,865
351,617
103,323
106,392
352,199
353,789
354,808
355,323
356,1086
357,1017
358,921
79,4
359,1087
360,73
361,716
362,780
363,610
364,172
365,1033
366,287
367,1088
368,468
216,1009
72,1089
369,293
39,350
370,414
371,892
372,476
373,1048
374,692
375,362
376,722
232,470
239,1090
195,1091
377,956
378,1092
379,865
7,1093
380,1094
381,709
382,1095
383,730
322,34
384,475
385,200
386,1096
144,1097
387,326
388,397
389,1098
390,230
391,698
251,238
392,896
62,1099
393,390
394,470
395,1100
396,1101
397,1102
398,809
399,1103
400,667
401,218
402,702
32,1104
278,201
94,1105
403,636
404,581
98,141
185,215
405,777
406,102
407,378
408,1034
399,615
402,959
75,214
113,288
409,18
410,36
236,758
411,671
412,898
383,873
35,1106
413,500
414,163
415,1107
416,1045
333,365
103,746
417,11
418,785
278,453
11,189
419,18
420,1108
421,119
422,1109
423,179
118,489
424,761
425,581
426,1110
119,805
427,941
428,1111
429,121
430,233
431,1112
432,1113
433,1026
434,1086
435,1114
436,371
198,1115
437,974
83,1116
438,138
329,1068
439,551
440,838
290,709
441,529
442,1017
88,802
443,221
129,529
444,1117
27,40
445,1118
446,195
447,684
16,435
448,248
13,825
126,47
449,1119
450,787
451,1120
452,1025
453,871
454,504
455,424
456,1121
456,199
457,1122
458,442
388,1123
413,1124
459,1125
460,5
461,422
201,1126
462,133
463,1127
464,4
321,1055
465,1128
466,594
467,1129
468,757
469,1130
470,1131
212,272
354,502
471,418
472,773
473,886
474,1132
475,1133
476,1134
477,740
478,1135
479,1136
480,998
481,529
157,435
482,198
483,1125
484,610
485,619
486,1137
487,1138
488,121
200,871
359,380
392,616
489,1139
382,1130
490,921
491,1140
492,491
493,893
227,1110
200,1141
494,412
495,515
496,2
497,1142
498,1143
499,1144
500,454
501,526
160,860
502,837
503,1060
403,1145
504,1146
505,425
506,992
507,330
508,1147
142,10
509,631
510,782
378,1148
511,815
512,1149
513,1134
514,123
515,1150
514,1013
231,788
516,133
121,71
517,1101
518,1151
292,786
519,431
520,642
521,928
522,1152
157,1153
148,511
523,643
524,1154
525,1155
526,876
17,1156
191,251
527,437
528,692
529,83
290,1157
438,230
530,441
277,981
531,310
63,1132
378,267
532,747
533,1068
534,597
535,797
238,470
536,1158
537,553
538,1159
539,1160
540,384
541,552
111,1012
542,836
543,1161
21,624
544,1162
545,1163
546,463
547,766
548,1057
549,327
550,872
551,1164
552,96
553,814
554,141
555,634
530,924
556,499
557,1165
558,1166
559,408
106,48
560,706
282,687
561,839
562,1167
64,1168
563,770
310,1169
324,422
564,463
494,1170
565,1171
566,1172
567,131
568,726
130,427
259,285
569,646
570,57
68,1173
571,1064
248,212
571,1174
572,183
573,1175
574,118
575,878
154,737
425,937
576,746
433,1176
528,690
577,1056
578,1177
431,1041
53,646
579,394
455,1178
580,1179
143,605
581,1078
175,404
582,365
583,1180
584,242
585,974
139,1156
586,716
587,91
588,1181
589,1182
7,366
548,1183
590,202
120,1141
591,896
592,588
593,1118
378,301
594,195
595,116
226,777
255,1184
596,623
597,774
86,845
598,680
114,1116
599,993
600,1185
472,111
109,319
325,128
601,1047
602,345
420,970
603,634
604,436
605,1186
102,145
606,401
607,56
608,5
96,594
609,594
610,576
611,1187
612,481
305,519
613,1188
259,140
417,918
614,814
604,661
615,1189
339,655
616,509
617,1190
541,156
618,1191
619,71
620,660
621,1192
622,577
206,1156
623,1193
624,177
625,1194
626,1195
627,695
628,1131
629,1002
458,864
630,660
362,40
631,208
153,188
93,487
632,95
365,78
633,120
634,719
379,1196
635,1197
416,332
636,560
637,671
638,1177
639,1198
640,433
311,1199
641,1200
313,627
642,301
643,558
644,1201
412,1202
645,0
627,427
433,105
646,439
24,1203
647,447
648,866
57,1204
354,337
482,1125
294,1205
649,104
650,632
651,566
622,424
652,1206
390,1207
88,1003
644,1208
653,539
26,828
654,384
655,1209
90,1040
656,218
394,1210
657,1211
569,261
500,565
305,474
658,148
659,164
660,276
661,1088
662,12
663,155
664,1212
655,801
470,883
264,969
665,762
666,536
667,1166
476,1135
668,1131
462,115
669,496
670,993
264,158
285,658
165,491
671,1213
471,456
28,1214
672,799
673,211
674,1215
464,247
675,563
264,778
676,804
677,1216
678,1217
679,1128
491,1218
473,822
680,292
564,690
681,1158
682,1219
196,1220
278,1183
683,1209
684,402
685,1221
208,693
438,926
686,279
502,921
417,56
687,692
73,229
516,906
688,1222
689,292
97,813
690,1125
448,618
691,947
562,624
692,1195
506,1023
693,295
694,220
695,1223
696,1224
697,781
88,1221
298,502
513,504
592,1225
126,374
693,1223
698,1226
699,566
700,1227
511,1228
701,953
253,851
702,1033
190,201
134,24
609,21
568,1229
703,1230
454,1138
704,817
92,41
545,1231
655,1030
705,669
706,45
707,1232
391,1233
708,561
308,1125
